"org_id","org_name","service_type","org_email","org_descr_en","state_code","org_url","org_phone_no","org_address","operation_hour","org_en","tag","tag_ms","tag_ne","tag_bn","tag_hi","service_type_ms","service_type_ne","service_type_bn","service_type_hi","org_descr_en_ms","org_descr_en_ne","org_descr_en_bn","org_descr_en_hi"
"1032","Klinik Kesihatan Kampung Teh","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-480 5733","Kampung Teh , 96300 Dalat, Mukah",,"Kampung Teh Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1033","Klinik Kesihatan Medong","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-486 6236","Desa Medong, 96300 Dalat, Mukah",,"Medong Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1034","Klinik Kesihatan Balingian","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-448 4146","Balingan (D/A Peg. Kesihatan Bahagian Mukah), 96400 Mukah, Mukah",,"Balingian Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1035","Klinik Kesihatan Kuala Balingian","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-448 4265","Kampung Kuala Balingan, 96400 Mukah, Mukah",,"Kuala Balingian Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1036","Klinik Kesihatan Ladang Sawit","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-480 5166","Kampung Ladang Sawit (D/A Pegawai Kesihatan Bahagian Mukah), 96400 Mukah, Mukah",,"Ladang Sawit Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1037","Klinik Kesihatan Nanga Taroh","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+601-125 7484","Kampung Nanga Taroh (D/A Peg. Kesihatan Bahagian Mukah), 96400 Ng. Baoh, Mukah",,"Nanga Taroh Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1038","Klinik Kesihatan Nanga Entaih","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-477 5501","Kampung Entaih, 96510 Pakan, Pakan",,"Nanga Entaih Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1039","Klinik Kesihatan Nanga Kara","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-477 5502","Kampung Nanga Kara, 96150 Pakan, Pakan",,"Nanga Kara Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1040","Klinik Kesihatan Nanga Wak","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","No URL","+608-343 4008","Kampung Wak, 96150 Pakan, Pakan",,"Nanga Wak Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
"1041","Klinik Kesihatan Pakan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost","13","https://www.facebook.com/KKPAKAN/","+608-471 9226","Pekan Pakan, 96150 Pakan, Pakan","Monday-Friday 08:00-17:00","Pakan Health Clinic","Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment","Kerajaan, Penjagaan Utama, Pesakit Luar, Ibu, Kesihatan Anak, Imunisasi, Pemeriksaan, Rujukan, Subsidi, Berjalan, Pelantikan","सरकार, प्राथमिक हेरचाह, आउटपीक, मातृ, बाल स्वास्थ्य, स्क्रीनिंग, स्क्रीनिंग, स्क्रीनिंग, रेफरल, अनुगमन, वाच-इन, हिड्ने, अपोइन्टमेन्ट","সরকার, প্রাথমিক যত্ন, বহিরাগত রোগী, মাতৃ, শিশু স্বাস্থ্য, টিকাদান, স্ক্রিনিং, রেফারেল, ভর্তুকি, ওয়াক-ইন, অ্যাপয়েন্টমেন্ট","सरकार, प्राथमिक देखभाल, आउट पेशेंट, मातृ, बाल स्वास्थ्य, टीकाकरण, स्क्रीनिंग, रेफरल, सब्सिडी, वॉक-इन, नियुक्ति","Pusat kesihatan kesihatan & kesejahteraan","स्वास्थ्य र कल्याण-सार्वजनिक स्वास्थ्य केन्द्र","স্বাস্থ্য ও মঙ্গল-পাবলিক স্বাস্থ্য কেন্দ্র","स्वास्थ्य और भलाई-पब्लिक हेल्थ सेंटर","Klinik Penjagaan Kesihatan Umum Kerajaan Di bawah KKM menawarkan lawatan doktor, menjaga ibu dan anak -anak, vaksinasi, pemeriksaan kesihatan dan mereka boleh menghantar anda ke hospital ke hospital. Yuran biasanya kos rendah","Muh अन्तर्गत सरकारी सामान्य स्वास्थ्य सेवा क्लिनिकहरू हेरचाह गर्दै आमा र बच्चाहरूको हेरचाह, खोप, स्वास्थ्य जाँचहरू, उनीहरूले तपाईंलाई अस्पतालमा अस्पताल पठाउन सक्दछन्। शुल्क सामान्यतया कम लागत हो","এমওএইচ -এর অধীনে সরকারী সাধারণ স্বাস্থ্যসেবা ক্লিনিকগুলি ডাক্তার পরিদর্শন করার যত্ন, মা এবং শিশুদের যত্ন, টিকা, স্বাস্থ্য চেক এবং তারা আপনাকে হাসপাতালে হাসপাতালে পাঠাতে পারে। ফি সাধারণত কম খরচ হয়","MOH के तहत सरकारी सामान्य स्वास्थ्य देखभाल क्लीनिक डॉक्टर का दौरा, माताओं और बच्चों की देखभाल, टीकाकरण, स्वास्थ्य जांच की देखभाल करते हैं और वे आपको अस्पतालों में अस्पताल भेज सकते हैं। फीस आम तौर पर कम लागत होती है"
